age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
31.0,Private,188096,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,,72.0,United-States,>50K
57.0,Private,262642,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,170230,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,,0.0,55.0,United-States,>50K
50.0,Private,144361,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,<=50K
46.0,Federal-gov,97863,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K
44.0,Private,569761,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,198824,Assoc-voc,,Separated,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
45.0,Self-emp-not-inc,43434,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
30.0,Private,67187,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,,United-States,<=50K
63.0,Private,114011,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Female,,0.0,20.0,United-States,<=50K
30.0,Private,145231,Assoc-acdm,12.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,1762.0,40.0,United-States,<=50K
50.0,State-gov,289207,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,45.0,United-States,>50K
56.0,State-gov,466498,Assoc-voc,,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,60.0,United-States,>50K
24.0,Private,128477,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,156025,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
31.0,Private,130021,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,<=50K
37.0,State-gov,270278,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,,Puerto-Rico,<=50K
22.0,Self-emp-not-inc,32921,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,,20.0,United-States,<=50K
,Private,118605,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
33.0,Private,243674,HS-grad,9.0,Separated,Tech-support,Not-in-family,White,Male,,0.0,46.0,United-States,<=50K
26.0,Private,263444,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
35.0,Self-emp-not-inc,114366,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Local-gov,238582,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,>50K
39.0,Local-gov,357962,Assoc-acdm,12.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
37.0,Private,335168,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
19.0,Private,208506,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,28.0,United-States,<=50K
54.0,Self-emp-not-inc,158948,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,15.0,United-States,<=50K
19.0,Local-gov,202184,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,,United-States,<=50K
40.0,Private,184105,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,>50K
20.0,Private,180052,Some-college,,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
26.0,Private,165235,Bachelors,13.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Thailand,<=50K
30.0,Local-gov,73796,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,93662,Some-college,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
30.0,Private,154950,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,,60.0,United-States,>50K
46.0,Private,239439,HS-grad,9.0,Separated,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,,United-States,<=50K
56.0,Private,244554,10th,6.0,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Private,126613,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
,Private,435638,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,174196,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,180062,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,<=50K
65.0,Private,190568,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,810.0,36.0,United-States,<=50K
59.0,Self-emp-inc,200453,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,106838,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,236543,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,148709,HS-grad,9.0,Separated,Handlers-cleaners,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
62.0,Private,211035,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
39.0,Private,82488,Some-college,10.0,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,,38.0,United-States,<=50K
17.0,Private,295308,11th,7.0,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
37.0,Private,249720,Assoc-voc,11.0,Married-spouse-absent,Sales,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K
26.0,Private,179772,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,,0.0,45.0,United-States,<=50K
48.0,Private,233802,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,45.0,United-States,<=50K
40.0,Private,118001,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,107578,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,2174.0,0.0,,United-States,<=50K
24.0,State-gov,61737,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Local-gov,182070,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
30.0,Private,77266,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
60.0,Private,160625,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013.0,0.0,40.0,United-States,<=50K
27.0,Private,136448,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Federal-gov,470663,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
61.0,Private,176689,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,81282,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
67.0,Private,105216,Some-college,10.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,16.0,United-States,<=50K
74.0,Private,260669,10th,6.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
36.0,Private,184655,10th,6.0,Divorced,Transport-moving,Unmarried,White,Male,,0.0,48.0,United-States,<=50K
,Self-emp-not-inc,107846,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
28.0,Private,53063,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
63.0,Self-emp-not-inc,27653,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
28.0,Self-emp-not-inc,278073,HS-grad,9.0,Never-married,Machine-op-inspct,Other-relative,Black,Male,0.0,0.0,30.0,United-States,<=50K
36.0,Private,192704,12th,8.0,Never-married,Exec-managerial,Not-in-family,White,Male,4650.0,0.0,,United-States,<=50K
31.0,Federal-gov,334346,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
25.0,Private,152046,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,,40.0,Guatemala,<=50K
40.0,Private,225193,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,63.0,United-States,<=50K
25.0,Private,105693,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,Private,45316,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
60.0,Private,166386,11th,7.0,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0.0,0.0,30.0,Hong,<=50K
76.0,Private,239880,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,,8.0,United-States,<=50K
,Local-gov,327120,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
25.0,Private,191271,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,,United-States,<=50K
65.0,Private,264188,HS-grad,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
33.0,Self-emp-not-inc,24504,HS-grad,9.0,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
20.0,Private,224640,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,79682,10th,6.0,Never-married,Priv-house-serv,Other-relative,White,Male,0.0,0.0,30.0,United-States,<=50K
18.0,Private,375515,11th,7.0,Never-married,Sales,Own-child,White,Female,,0.0,20.0,United-States,<=50K
29.0,Private,204862,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,,0.0,36.0,United-States,<=50K
33.0,Private,198727,HS-grad,9.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,State-gov,132551,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
25.0,Private,135845,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,195744,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
64.0,Private,181232,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2179.0,,United-States,<=50K
56.0,Private,100776,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,,0.0,50.0,United-States,<=50K
22.0,State-gov,24395,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
27.0,Private,263614,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
58.0,Private,147707,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Local-gov,227734,Assoc-voc,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,22.0,United-States,<=50K
50.0,State-gov,172970,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,40.0,Puerto-Rico,<=50K
29.0,Private,79387,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
62.0,Private,200922,7th-8th,4.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,204584,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0.0,0.0,42.0,United-States,<=50K
19.0,Self-emp-not-inc,36012,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
42.0,Private,202872,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,12.0,United-States,<=50K
37.0,Private,215392,Bachelors,,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,210029,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,2001.0,37.0,United-States,<=50K
52.0,Private,302847,11th,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Self-emp-not-inc,93930,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,31339,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,<=50K
23.0,Private,146499,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K
47.0,Private,125120,Bachelors,,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
32.0,Private,153588,HS-grad,,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Self-emp-not-inc,121912,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
,State-gov,134782,Assoc-acdm,12.0,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
,Private,346034,12th,8.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,35.0,Mexico,<=50K
53.0,Private,358056,11th,7.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,31460,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,,38.0,United-States,<=50K
21.0,Private,267040,10th,6.0,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,,United-States,<=50K
44.0,Private,119281,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
33.0,Private,134886,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,99999.0,,30.0,United-States,>50K
59.0,Private,170988,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
46.0,Private,188325,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Self-emp-not-inc,125190,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
47.0,Private,188195,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,United-States,<=50K
32.0,Private,137875,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
26.0,Private,28856,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Private,136331,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,,0.0,40.0,United-States,<=50K
41.0,Private,190591,HS-grad,9.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,20.0,United-States,<=50K
,Private,85041,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
33.0,Private,110998,HS-grad,9.0,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,,0.0,36.0,United-States,<=50K
,Private,156266,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Private,176012,9th,5.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,23.0,United-States,<=50K
28.0,Private,175262,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,176027,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,,28.0,United-States,<=50K
28.0,Private,211032,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,112763,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,,0.0,40.0,United-States,>50K
26.0,State-gov,175044,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,176321,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,20.0,United-States,<=50K
19.0,Private,145844,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
29.0,Private,203833,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Local-gov,126613,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,,0.0,20.0,United-States,<=50K
38.0,Private,195686,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,>50K
,Self-emp-not-inc,43479,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,286406,HS-grad,,Never-married,Exec-managerial,Not-in-family,White,Male,3325.0,0.0,40.0,United-States,<=50K
45.0,Self-emp-not-inc,40690,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,75.0,United-States,<=50K
,Private,447488,9th,5.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,35.0,Mexico,<=50K
25.0,Private,218667,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,,0.0,40.0,United-States,<=50K
19.0,Private,172368,11th,7.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
41.0,Private,190885,HS-grad,9.0,Divorced,Priv-house-serv,Not-in-family,White,Female,,0.0,40.0,Guatemala,<=50K
31.0,Private,139000,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
,Private,237620,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
48.0,Private,199735,Bachelors,13.0,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,44.0,Germany,<=50K
33.0,Local-gov,27959,HS-grad,9.0,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,158776,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,55507,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,270194,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,<=50K
,Private,239954,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,State-gov,181761,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,,10.0,United-States,<=50K
31.0,Private,59083,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,40.0,United-States,<=50K
,Private,174524,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
28.0,Private,47783,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,,30.0,United-States,<=50K
41.0,Private,162140,HS-grad,,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2339.0,40.0,United-States,<=50K
22.0,Private,385540,10th,,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
37.0,Private,454915,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,99385,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
58.0,Private,128162,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
18.0,Local-gov,55658,10th,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
18.0,Private,234428,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
39.0,Private,190719,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
48.0,Private,174794,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,State-gov,216035,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,,40.0,United-States,<=50K
18.0,Private,231562,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,33.0,United-States,<=50K
38.0,Private,357173,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Local-gov,175428,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
70.0,Private,184176,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,28.0,United-States,<=50K
54.0,Local-gov,286342,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,>50K
39.0,Private,74163,12th,8.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,195994,1st-4th,,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Guatemala,<=50K
59.0,Self-emp-not-inc,170411,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Local-gov,95639,HS-grad,9.0,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,290521,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,50748,Bachelors,13.0,Widowed,Prof-specialty,Unmarried,White,Female,1506.0,,35.0,United-States,<=50K
62.0,Private,128092,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,,32.0,United-States,<=50K
27.0,Private,108431,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,84977,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,<=50K
37.0,Private,22463,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
36.0,Private,306567,HS-grad,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,,United-States,>50K
30.0,Private,214993,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,166857,9th,5.0,Divorced,Handlers-cleaners,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
58.0,Private,145574,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,<=50K
46.0,Local-gov,162566,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,,50.0,Canada,<=50K
21.0,Private,210355,11th,7.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
25.0,Private,123586,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Other,Male,,0.0,40.0,United-States,<=50K
39.0,Private,49308,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,205940,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,,0.0,30.0,United-States,<=50K
37.0,Private,179088,Some-college,,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,96452,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,45.0,United-States,<=50K
62.0,Self-emp-not-inc,39630,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,State-gov,336509,10th,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,241895,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
18.0,Private,92008,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Female,0.0,,28.0,United-States,<=50K
31.0,Private,231826,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,52.0,Mexico,<=50K
23.0,Private,189924,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,237943,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
47.0,Private,168195,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
47.0,Private,211239,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,State-gov,55863,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1902.0,,United-States,>50K
,Private,408717,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,3674.0,0.0,50.0,United-States,<=50K
22.0,Private,109815,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
24.0,Private,291979,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,386864,10th,6.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,35.0,Mexico,<=50K
47.0,Private,151267,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,15024.0,0.0,,United-States,>50K
53.0,Private,71772,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,,50.0,United-States,<=50K
,Private,321896,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,543477,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Private,229826,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
,Private,81223,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
